epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,2796.16,0.32496,0.99538,1,0.01835,0.00999873,0.00333291,0.00999873,0.00333291,0.00999873,0.00333291,0.00999873,0.00333291
2,5710,0.03666,0.99718,1,0.01297,0.0193388,0.00644626,0.0193388,0.00644626,0.0193388,0.00644626,0.0193388,0.00644626
